sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,v_decile_score,decile_score
Male,27,African-American,0,0,0,0,-1,1,F,0,O,0,3,7
Male,27,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,27,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,27,Other,0,0,0,0,-1,1,M,0,O,0,3,2
Male,27,African-American,0,0,0,0,-1,1,M,1,M,0,3,2
Male,27,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,27,African-American,0,0,0,0,-1,1,M,0,O,0,3,3
Male,27,Other,0,0,0,0,-1,1,F,0,O,0,3,4
Male,27,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,27,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,27,Other,0,0,0,0,-1,1,M,0,O,0,3,5
Male,27,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Female,27,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Female,27,African-American,0,0,0,0,-1,1,M,1,M,0,3,3
Male,27,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Female,27,African-American,0,0,0,0,-1,1,F,0,O,0,3,4
Male,27,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,5
Male,27,African-American,0,0,0,0,-1,1,M,1,F,1,3,2
Male,27,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Male,27,Hispanic,0,0,0,0,-1,1,M,0,O,0,3,2
Male,27,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Male,27,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Female,27,African-American,0,0,0,0,-1,1,M,1,M,1,3,3
Female,27,Other,0,0,0,0,-1,1,F,1,M,0,3,3
Female,27,African-American,0,0,0,0,-1,1,M,0,O,0,3,3
Male,27,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,2
Male,27,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Female,27,Caucasian,0,0,0,0,-1,1,F,1,F,0,3,6
Female,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,5
Male,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Male,26,African-American,0,0,0,0,-1,1,M,1,M,1,3,4
Male,26,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,3
Male,26,African-American,0,0,0,0,-1,1,F,1,F,0,3,3
Male,26,African-American,0,0,0,0,-1,1,F,1,M,0,3,4
Male,26,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Female,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,4
Male,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,7
Male,26,Hispanic,0,0,0,0,-1,1,M,1,M,0,3,1
Male,26,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Male,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Female,26,African-American,0,0,0,0,-1,1,M,0,O,0,3,4
Male,26,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Female,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Male,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Male,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Female,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Male,26,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,African-American,0,0,0,0,-1,1,M,0,O,0,3,3
Male,26,African-American,0,0,0,0,-1,1,M,0,O,0,3,5
Male,26,Caucasian,0,0,1,0,-1,1,F,0,O,0,3,3
Male,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Male,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Female,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,4
Male,26,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,4
Male,26,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,26,Hispanic,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,Other,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Male,26,Caucasian,0,0,0,0,-1,1,M,1,M,0,3,3
Male,26,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,-1,1,F,1,M,0,3,5
Male,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Female,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,5
Female,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Male,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Female,26,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Female,26,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Female,26,African-American,0,0,0,0,-1,1,F,1,F,0,3,3
Male,26,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,26,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,-1,1,M,1,F,1,3,5
Female,25,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Female,25,Other,0,0,0,0,-1,1,F,0,O,0,3,2
Female,25,African-American,0,0,0,0,-1,1,M,0,O,0,3,3
Male,25,Caucasian,0,0,0,0,-1,1,F,1,F,1,3,2
Female,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Female,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,5
Male,25,Other,0,0,0,0,-1,1,F,0,O,0,3,2
Female,25,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,4
Female,25,African-American,0,0,0,0,-1,1,F,0,O,0,3,4
Male,25,African-American,0,0,0,0,-1,1,F,1,M,0,3,7
Male,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Female,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Female,25,African-American,0,0,0,0,-1,1,F,0,O,0,3,4
Male,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Male,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Female,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,4
Male,25,African-American,0,0,0,0,-1,1,M,1,M,0,3,5
Female,25,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,4
Female,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Female,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Male,25,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,25,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,25,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Male,25,Other,0,0,0,0,-1,1,F,0,O,0,3,4
Male,25,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,2
Female,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Male,25,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Male,25,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Female,25,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,25,Hispanic,0,0,1,0,-1,1,F,1,F,0,3,2
Female,24,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,24,Other,0,0,0,0,-1,1,M,0,O,0,3,2
Male,24,Other,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Female,24,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Female,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Male,24,African-American,0,0,1,0,-1,1,F,0,O,0,3,3
Male,24,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Female,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Male,24,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Female,24,Other,0,0,0,0,-1,1,M,0,O,0,3,2
Female,24,African-American,0,0,0,0,-1,1,M,0,O,0,3,3
Female,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Male,24,Hispanic,0,0,0,0,-1,1,F,1,M,0,3,1
Male,24,Hispanic,0,0,0,0,-1,1,M,0,O,0,3,2
Male,24,Caucasian,0,0,0,0,-1,1,F,1,M,0,3,2
Female,24,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,3
Female,24,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,24,Hispanic,0,0,0,0,-1,1,M,0,O,0,3,2
Female,24,Other,0,0,0,0,-1,1,F,0,O,0,3,3
Male,24,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,2
Female,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,3
Female,24,Caucasian,0,0,0,0,-1,1,M,1,M,0,3,5
Female,24,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Male,24,Other,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,24,Caucasian,0,0,0,0,-1,1,F,1,M,0,3,2
Male,24,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Female,24,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Female,24,African-American,0,0,0,0,-1,1,F,1,M,1,3,4
Male,24,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,4
Female,24,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,24,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,2
Male,23,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Male,23,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,2
Female,23,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,23,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,2
Male,23,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,23,Hispanic,0,0,0,0,-1,1,M,0,O,0,3,2
Male,23,Other,0,0,0,0,-1,1,F,0,O,0,3,1
Female,23,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Female,23,Caucasian,0,0,1,0,-1,1,M,0,O,0,3,3
Male,23,Other,0,0,0,0,-1,1,M,1,M,0,3,2
Female,23,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,3
Female,23,Caucasian,0,0,0,0,-1,1,F,0,O,0,3,3
Female,23,African-American,0,0,0,0,-1,1,M,0,O,0,3,2
Male,23,African-American,0,0,0,0,-1,1,F,1,M,1,3,2
Male,23,African-American,0,0,0,0,-1,1,M,0,O,0,3,3
Male,23,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,23,Hispanic,0,0,0,0,-1,1,F,0,O,0,3,2
Male,23,Caucasian,0,0,0,0,-1,1,M,0,O,0,3,2
Female,23,African-American,0,0,0,0,-1,1,M,0,O,0,3,3
Male,23,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,22,African-American,0,0,0,0,-1,1,F,0,O,0,3,2
Male,22,Hispanic,0,0,1,0,-1,1,F,1,M,0,3,2
Female,34,African-American,0,0,0,0,-3,1,M,0,O,0,3,1
Male,46,African-American,0,0,0,18,-114,1,F,1,F,0,3,7
Male,27,Caucasian,0,0,0,5,414,0,F,0,O,0,3,6
Male,57,Other,0,0,0,10,246,0,F,1,F,0,3,4
Male,32,African-American,0,0,0,8,35,0,F,1,M,0,3,3
Male,36,African-American,0,2,1,25,0,0,M,1,F,0,3,10
Male,27,African-American,0,0,0,21,0,0,F,1,F,0,3,7
Male,28,African-American,0,0,0,20,0,0,F,1,M,0,3,8
Male,36,African-American,0,0,0,16,0,0,F,1,M,0,3,5
Male,52,African-American,0,0,0,15,0,0,M,1,M,0,3,4
Male,49,African-American,1,0,0,14,0,0,F,0,O,0,3,6
Male,41,African-American,0,0,0,14,0,0,F,1,F,0,3,6
Male,28,African-American,0,0,0,14,0,0,F,0,O,0,3,2
Male,47,Caucasian,0,0,0,13,0,0,M,1,M,1,3,4
Male,27,African-American,0,2,1,13,0,0,F,1,M,0,3,6
Male,41,African-American,0,0,3,12,0,0,F,1,M,1,3,6
Female,30,African-American,0,0,0,11,0,0,F,1,M,0,3,7
Male,55,African-American,0,0,0,10,0,0,F,0,O,0,3,8
Male,26,African-American,0,0,0,10,0,0,F,0,O,0,3,5
Male,34,Native American,1,0,0,9,0,0,F,0,O,0,3,6
Male,33,Caucasian,0,0,0,9,0,0,F,0,O,0,3,4
Male,26,Caucasian,0,0,0,9,0,0,O,1,M,1,3,4
Male,45,Caucasian,0,0,0,8,0,0,M,1,M,0,3,4
Male,37,African-American,0,0,0,8,0,0,M,1,F,0,3,2
Male,37,African-American,0,0,0,8,0,0,M,1,M,1,3,3
Male,33,African-American,0,0,0,8,0,0,F,0,O,0,3,5
Male,43,African-American,0,0,0,7,0,0,F,0,O,0,3,4
Male,35,Caucasian,0,0,0,7,0,0,F,0,O,0,3,6
Male,41,African-American,0,0,0,6,0,0,F,0,O,0,3,3
Male,33,Caucasian,0,0,0,6,0,0,M,1,M,0,3,5
Male,30,African-American,0,1,0,6,0,0,F,0,O,0,3,5
Male,30,African-American,0,0,1,6,0,0,M,1,M,0,3,7
Male,28,Caucasian,0,0,0,6,0,0,M,1,M,0,3,4
Male,27,African-American,0,1,0,6,0,0,F,1,F,0,3,6
Female,27,African-American,0,0,0,6,0,0,M,0,O,0,3,5
Male,46,Caucasian,0,0,0,5,0,0,F,1,F,0,3,8
Male,32,Caucasian,0,0,0,5,0,0,F,1,M,0,3,9
Male,29,African-American,0,0,0,5,0,0,F,1,M,0,3,6
Male,29,Caucasian,0,0,0,5,0,0,F,0,O,0,3,2
Male,58,Caucasian,0,0,0,4,0,0,F,1,M,1,3,5
Male,52,African-American,0,0,0,4,0,0,M,0,O,0,3,5
Male,42,Caucasian,0,0,0,4,0,0,F,0,O,0,3,6
Male,40,African-American,0,0,0,4,0,0,F,0,O,0,3,6
Male,37,Caucasian,0,0,0,4,0,0,M,1,M,1,3,4
Male,32,Caucasian,0,0,0,4,0,0,M,1,M,1,3,2
Female,28,African-American,0,0,1,4,0,0,F,0,O,0,3,4
Female,28,Hispanic,0,0,0,4,0,0,M,0,O,0,3,6
Male,26,Caucasian,0,0,0,4,0,0,F,1,M,1,3,4
Male,40,Caucasian,0,0,0,3,0,0,M,0,O,0,3,4
Male,37,Hispanic,0,0,0,3,0,0,M,0,O,0,3,4
Female,35,African-American,0,0,0,3,0,0,M,1,F,1,3,6
Male,34,Caucasian,0,0,0,3,0,0,M,0,O,0,3,5
Male,33,Caucasian,0,0,0,3,0,0,M,0,O,0,3,3
Male,33,Other,0,0,0,3,0,0,M,0,O,0,3,2
Male,30,African-American,0,0,0,3,0,0,F,0,O,0,3,3
Female,30,African-American,0,0,0,3,0,0,F,1,M,1,3,6
Male,29,African-American,0,0,0,3,0,0,F,1,M,0,3,5
Male,26,African-American,0,0,0,3,0,0,F,0,O,0,3,4
Male,25,Caucasian,0,0,0,3,0,0,F,0,O,0,3,3
Male,25,Hispanic,0,0,0,3,0,0,M,0,O,0,3,2
Female,25,African-American,0,0,1,3,0,0,M,1,M,0,3,6
Male,24,African-American,0,0,0,3,0,0,F,1,M,0,3,5
Male,45,Caucasian,0,0,0,2,0,0,M,0,O,0,3,4
Male,38,African-American,0,0,0,2,0,0,F,1,F,1,3,7
Male,38,Other,0,0,0,2,0,0,F,1,F,0,3,3
Male,35,Caucasian,0,0,0,2,0,0,M,1,M,1,3,2
Male,35,Caucasian,0,0,0,2,0,0,F,0,O,0,3,2
Male,34,African-American,0,0,0,2,0,0,F,0,O,0,3,2
Male,33,African-American,0,0,0,2,0,0,M,0,O,0,3,3
Male,32,African-American,0,0,0,2,0,0,F,0,O,0,3,6
Male,29,African-American,0,0,1,2,0,0,M,1,F,0,3,5
Female,28,African-American,0,0,0,2,0,0,F,1,M,0,3,5
Male,28,African-American,0,0,0,2,0,0,M,1,F,0,3,4
Male,27,Caucasian,0,0,1,2,0,0,M,1,F,1,3,4
Male,26,African-American,0,0,0,2,0,0,F,1,M,1,3,2
Male,26,African-American,0,0,0,2,0,0,M,0,O,0,3,3
Male,26,African-American,0,0,0,2,0,0,F,1,F,0,3,7
Male,25,Caucasian,0,0,0,2,0,0,M,1,M,0,3,4
Female,25,Native American,0,0,0,2,0,0,M,1,M,1,3,3
Male,24,Caucasian,0,0,1,2,0,0,F,0,O,0,3,2
Male,24,Caucasian,0,0,0,2,0,0,M,0,O,0,3,2
Female,24,African-American,0,0,0,2,0,0,F,1,F,1,3,6
Male,56,Caucasian,0,0,0,1,0,0,F,0,O,0,3,2
Male,50,Caucasian,0,0,0,1,0,0,F,0,O,0,3,2
Male,47,Caucasian,0,0,0,1,0,0,F,1,F,0,3,6
Male,42,African-American,0,0,0,1,0,0,M,1,F,1,3,6
Male,42,Hispanic,0,0,0,1,0,0,F,0,O,0,3,4
Male,35,Caucasian,0,0,0,1,0,0,F,0,O,0,3,2
Male,35,African-American,0,0,0,1,0,0,M,0,O,0,3,4
Male,34,Caucasian,0,0,0,1,0,0,F,1,M,0,3,3
Male,32,African-American,0,0,0,1,0,0,F,0,O,0,3,4
Male,31,African-American,0,0,0,1,0,0,M,0,O,0,3,4
Female,31,African-American,0,0,0,1,0,0,F,0,O,0,3,6
Male,30,African-American,0,0,0,1,0,0,M,0,O,0,3,2
Male,29,Caucasian,0,0,0,1,0,0,F,0,O,0,3,3
Male,29,African-American,0,0,0,1,0,0,F,0,O,0,3,5
Male,28,Caucasian,0,0,0,1,0,0,F,0,O,0,3,5
Female,28,Caucasian,0,0,0,1,0,0,F,0,O,0,3,5
Male,28,African-American,0,0,0,1,0,0,F,0,O,0,3,2
Male,27,Caucasian,0,0,0,1,0,0,F,0,O,0,3,5
Male,27,Caucasian,0,1,0,1,0,0,F,0,O,0,3,3
Male,27,Caucasian,0,0,0,1,0,0,F,1,M,0,3,3
Male,26,Caucasian,0,0,0,1,0,0,F,1,M,1,3,2
Male,26,African-American,0,0,0,1,0,0,M,1,M,0,3,3
Male,26,Hispanic,0,0,0,1,0,0,F,0,O,0,3,5
Male,26,Caucasian,0,0,0,1,0,0,F,1,M,0,3,2
Male,25,Caucasian,0,0,0,1,0,0,M,1,M,0,3,3
Male,25,African-American,0,0,0,1,0,0,F,0,O,0,3,3
Male,25,Hispanic,0,0,0,1,0,0,M,1,M,0,3,7
Male,25,African-American,0,0,0,1,0,0,F,0,O,0,3,2
Male,25,African-American,0,0,0,1,0,0,M,0,O,0,3,2
Male,24,Caucasian,0,0,0,1,0,0,M,1,F,0,3,2
Male,24,Caucasian,0,0,0,1,0,0,F,0,O,0,3,4
Male,24,African-American,0,0,0,1,0,0,M,0,O,0,3,2
Female,60,Caucasian,0,0,0,0,0,0,F,0,O,0,3,7
Female,52,African-American,0,0,0,0,0,0,F,1,M,0,3,7
Female,42,African-American,0,0,0,0,0,0,F,0,O,0,3,6
Male,40,Hispanic,0,0,0,0,0,0,M,0,O,0,3,3
Male,39,Caucasian,0,0,0,0,0,0,M,0,O,0,3,3
Female,38,Caucasian,0,0,0,0,0,0,M,0,O,0,3,4
Male,37,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Female,37,African-American,0,0,0,0,0,0,F,0,O,0,3,5
Female,37,African-American,0,0,0,0,0,0,M,0,O,0,3,4
Male,36,Caucasian,0,0,0,0,0,0,M,0,O,0,3,3
Female,36,African-American,0,0,0,0,0,0,M,0,O,0,3,2
Male,35,African-American,0,0,0,0,0,0,F,0,O,0,3,5
Male,35,African-American,0,0,0,0,0,0,M,0,O,0,3,6
Male,35,Caucasian,0,0,0,0,0,0,F,0,O,0,3,6
Female,35,African-American,0,0,0,0,0,0,F,0,O,0,3,10
Male,34,Other,0,0,0,0,0,0,F,0,O,0,3,2
Male,33,Caucasian,0,0,0,0,0,0,F,1,M,1,3,6
Male,33,African-American,0,0,0,0,0,0,F,0,O,0,3,3
Male,32,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Male,32,Caucasian,0,0,0,0,0,0,M,0,O,0,3,4
Male,32,Hispanic,0,0,0,0,0,0,M,0,O,0,3,2
Male,32,Caucasian,0,1,0,0,0,0,M,0,O,0,3,4
Male,31,African-American,0,0,0,0,0,0,F,0,O,0,3,2
Male,31,African-American,0,0,0,0,0,0,F,0,O,0,3,7
Male,30,Hispanic,0,0,0,0,0,0,M,0,O,0,3,7
Female,30,African-American,0,0,0,0,0,0,M,0,O,0,3,3
Male,30,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Male,30,African-American,0,0,0,0,0,0,F,0,O,0,3,5
Male,30,Other,0,0,0,0,0,0,F,0,O,0,3,2
Male,29,African-American,0,0,0,0,0,0,M,0,O,0,3,6
Male,29,African-American,0,0,0,0,0,0,F,0,O,0,3,6
Male,29,African-American,0,0,0,0,0,0,M,0,O,0,3,2
Female,29,Hispanic,0,0,0,0,0,0,F,0,O,0,3,3
Male,29,African-American,0,0,0,0,0,0,F,0,O,0,3,3
Male,29,Caucasian,0,0,0,0,0,0,F,1,M,0,3,3
Male,28,African-American,0,0,0,0,0,0,F,1,M,1,3,3
Male,27,Caucasian,0,0,0,0,0,0,M,1,M,0,3,2
Male,27,African-American,0,0,0,0,0,0,F,0,O,0,3,2
Male,27,Caucasian,0,0,0,0,0,0,F,0,O,0,3,5
Female,27,African-American,0,0,0,0,0,0,M,0,O,0,3,2
Male,27,African-American,0,0,0,0,0,0,M,0,O,0,3,2
Female,27,Caucasian,0,0,0,0,0,0,F,0,O,0,3,5
Female,27,Caucasian,0,0,0,0,0,0,M,0,O,0,3,3
Male,27,Caucasian,0,0,0,0,0,0,M,1,M,0,3,3
Male,27,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Female,27,Caucasian,0,0,0,0,0,0,M,0,O,0,3,5
Male,27,Caucasian,0,0,0,0,0,0,M,0,O,0,3,2
Female,27,African-American,0,0,0,0,0,0,M,0,O,0,3,4
Male,27,African-American,0,0,0,0,0,0,M,0,O,0,3,3
Male,27,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Male,27,Hispanic,0,0,0,0,0,0,F,0,O,0,3,3
Male,26,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Female,26,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Male,26,African-American,0,0,0,0,0,0,M,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,0,0,F,1,M,0,3,2
Male,26,Caucasian,0,0,0,0,0,0,F,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,0,0,M,0,O,0,3,2
Male,26,African-American,0,0,0,0,0,0,F,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,0,0,F,0,O,0,3,3
Male,26,African-American,0,0,0,0,0,0,F,1,M,0,3,4
Female,26,Caucasian,0,0,0,0,0,0,F,0,O,0,3,4
Male,26,Hispanic,0,0,0,0,0,0,F,0,O,0,3,2
Male,26,Caucasian,0,0,0,0,0,0,M,0,O,0,3,3
Male,26,Hispanic,0,0,0,0,0,0,M,0,O,0,3,2
Male,25,Caucasian,0,0,0,0,0,0,F,0,O,0,3,3
Male,25,Caucasian,0,0,0,0,0,0,M,1,M,0,3,2
Male,25,Caucasian,0,0,0,0,0,0,F,1,F,1,3,2
Male,25,African-American,0,0,0,0,0,0,M,1,F,1,3,2
Male,25,Caucasian,0,0,0,0,0,0,M,0,O,0,3,1
Male,25,African-American,0,0,0,0,0,0,F,0,O,0,3,2
Female,25,Caucasian,0,0,0,0,0,0,F,0,O,0,3,3
Female,25,Caucasian,0,0,0,0,0,0,F,0,O,0,3,5
Male,24,Caucasian,0,0,0,0,0,0,F,0,O,0,3,2
Male,24,African-American,0,0,0,0,0,0,M,1,M,0,3,2
Male,24,Caucasian,0,0,0,0,0,0,F,0,O,0,3,2
Male,24,Caucasian,0,0,0,0,0,0,F,0,O,0,3,2
Female,24,Caucasian,0,0,0,0,0,0,M,0,O,0,3,3
Male,24,Caucasian,0,0,0,0,0,0,M,0,O,0,3,2
Male,24,African-American,0,0,3,0,0,0,F,1,M,0,3,3
Female,24,African-American,0,0,0,0,0,0,F,1,M,0,3,6
Female,23,African-American,0,0,0,0,0,0,M,0,O,0,3,3
Female,22,Hispanic,0,0,0,0,0,0,M,0,O,0,3,3
Male,47,African-American,0,0,0,15,-1,0,F,0,O,0,3,6
Male,30,African-American,0,0,0,14,-1,0,F,1,M,0,3,8
Male,25,Caucasian,4,0,1,13,-1,0,F,1,M,0,3,4
Male,28,African-American,0,0,0,7,-1,0,F,1,F,0,3,5
Female,46,African-American,0,0,0,4,-1,0,F,0,O,0,3,4
Male,39,African-American,0,0,0,3,-1,0,F,1,M,1,3,4
Male,29,Caucasian,0,0,0,2,-1,0,F,0,O,0,3,6
Male,27,African-American,0,0,0,2,-1,0,F,1,F,0,3,5
Male,27,Other,0,0,0,0,-1,0,F,1,M,0,3,2
Male,26,African-American,0,0,0,0,-1,0,F,0,O,0,3,3
Male,41,African-American,0,0,0,1,-1,5185,M,0,O,0,2,2
Female,38,African-American,0,0,0,2,-1,4971,M,0,O,0,2,7
Male,34,African-American,2,1,0,5,264,3279,M,0,O,0,2,7
Male,35,African-American,0,0,0,0,-519,2892,M,0,O,0,2,7
Male,58,African-American,0,0,0,2,7,2835,M,0,O,0,2,8
Male,40,Caucasian,0,0,0,6,-39,2417,M,0,O,0,2,4
Male,64,African-American,0,0,0,8,-4,2262,M,1,F,1,2,4
Male,43,Caucasian,0,0,0,3,-1,1936,M,0,O,0,2,3
Female,52,Caucasian,0,0,0,6,0,1832,M,0,O,0,2,7
Male,37,African-American,0,0,0,1,-1,1724,F,0,O,0,2,3
Male,29,African-American,0,0,0,1,82,1466,M,1,M,1,2,2
Female,33,Caucasian,0,0,0,1,-5,1458,M,0,O,0,2,3
Male,30,Caucasian,0,0,0,3,21,1309,F,0,O,0,2,2
Male,51,Other,0,0,0,14,496,1305,F,1,M,0,2,4
Male,40,African-American,0,0,0,3,65,1268,M,0,O,0,2,9
Male,46,African-American,0,0,0,2,0,1261,F,1,F,0,2,7
Female,24,Hispanic,0,0,0,1,-1,1260,M,0,O,0,2,2
Male,44,Other,0,0,0,1,-1,1152,M,0,O,0,2,1
Male,27,Hispanic,0,0,0,1,-1,1123,M,0,O,0,2,1
Male,34,African-American,0,2,0,8,-1,1073,M,0,O,0,2,6
Male,30,African-American,0,0,0,1,1040,1050,F,1,F,0,2,3
Male,33,Hispanic,0,0,0,3,-51,995,M,0,O,0,2,2
Female,34,African-American,0,2,0,7,258,908,F,0,O,0,2,5
Male,35,Other,0,0,0,0,-18,907,M,0,O,0,2,3
Male,36,African-American,0,0,0,5,17,795,F,0,O,0,2,3
Male,25,Hispanic,0,0,0,2,-1,744,M,0,O,0,2,2
Male,38,African-American,0,0,0,1,-1,729,M,0,O,0,2,4
Female,28,Caucasian,0,0,0,3,0,720,F,1,F,0,2,6
Male,62,Hispanic,0,0,0,5,59,549,F,0,O,0,2,2
Female,36,African-American,0,0,0,6,-520,520,M,0,O,0,2,5
